12-03-2026 13:27:40 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 15:17:37 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
12-03-2026 15:21:38 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-12\Push Transaction API: Provider: mswipe_payment_log.json'
23-03-2026 14:43:11 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-23\Push Transaction API: Provider: mswipe_payment_log.json'
23-03-2026 14:44:36 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-23\Push Transaction API: Provider: mswipe_payment_log.json'
23-03-2026 14:46:50 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-23\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 09:57:43 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 10:21:36 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 10:30:19 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 10:31:29 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 10:33:08 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
24-03-2026 10:34:36 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-24\Push Transaction API: Provider: mswipe_payment_log.json'
26-03-2026 13:08:09 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
26-03-2026 13:08:19 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
26-03-2026 13:08:30 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
26-03-2026 13:11:51 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
26-03-2026 13:14:58 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
